6.70E+01,3.00E+02
5.20E+01,5.69E+02
1.84E+02,3.07E+02
1.76E+02,5.71E+02
2.36E+02,3.15E+02
2.27E+02,5.68E+02
2.94E+02,3.19E+02
2.88E+02,5.67E+02
4.11E+02,3.31E+02
4.13E+02,5.67E+02
5.43E+02,3.42E+02
5.40E+02,5.28E+02
5.97E+02,3.44E+02
6.01E+02,4.26E+02
6.04E+02,5.17E+02
6.11E+02,4.72E+02
6.45E+02,4.64E+02
6.87E+02,4.55E+02
7.27E+02,4.50E+02
7.69E+02,4.42E+02
8.22E+02,4.29E+02
8.72E+02,4.22E+02
9.45E+02,4.07E+02
