1.08E+02,9.20E+01
7.50E+01,5.25E+02
2.16E+02,1.52E+02
1.98E+02,5.38E+02
2.57E+02,1.82E+02
2.37E+02,5.35E+02
3.00E+02,2.07E+02
2.84E+02,5.36E+02
3.73E+02,2.51E+02
3.64E+02,5.38E+02
4.44E+02,2.93E+02
4.37E+02,4.99E+02
4.67E+02,3.05E+02
4.69E+02,3.92E+02
4.68E+02,4.91E+02
4.88E+02,4.41E+02
5.54E+02,4.40E+02
6.27E+02,4.35E+02
6.90E+02,4.35E+02
7.60E+02,4.28E+02
8.29E+02,4.26E+02
9.03E+02,4.25E+02
9.81E+02,4.21E+02
